,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
398,1,1,18,1,1,1,2,3,at_home,other,course,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11,12,14
399,1,1,18,1,1,1,3,2,other,services,other,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16,17
400,1,0,18,0,1,1,4,3,teacher,services,course,2,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14,17
401,1,0,18,1,1,1,4,3,teacher,other,course,2,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13,14
402,1,1,17,1,1,1,4,3,health,other,reputation,2,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11,12,13
403,1,1,17,1,1,1,2,1,services,other,course,2,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,12,15,15
404,1,1,17,1,1,1,2,1,services,other,reputation,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16,16
405,1,1,19,1,0,0,2,3,at_home,other,home,0,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11,11
406,1,1,17,1,1,1,3,1,other,at_home,home,2,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,1,3,6,10,13,13
407,1,1,21,1,0,1,4,4,other,other,reputation,0,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,9,12,12
408,1,0,18,1,0,1,2,2,services,services,reputation,2,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,9,11,12
409,1,0,18,1,0,0,3,4,other,other,reputation,0,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,13,14,15
410,1,1,17,1,1,1,2,2,services,services,reputation,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,13,17,17
411,1,0,17,1,0,0,4,4,health,other,reputation,2,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,12,15,15
412,1,1,18,1,0,1,4,2,teacher,other,course,2,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,14,17,17
413,1,0,21,0,0,1,1,1,at_home,other,course,0,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,9,10,10
414,1,1,20,0,1,1,1,1,other,other,reputation,0,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,11,15,15
415,1,1,19,1,1,1,4,4,teacher,other,home,0,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,9,10,11
416,1,0,17,1,0,0,3,2,other,other,reputation,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,16,18,18
417,1,1,18,1,1,1,3,2,at_home,other,reputation,1,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,14,17,17
418,1,0,18,0,1,1,2,3,other,services,reputation,1,1,1,0,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,13,14,14
419,1,0,19,1,1,1,2,1,other,other,reputation,2,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,7,11,11
420,1,1,18,1,0,0,2,2,services,other,reputation,2,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,14,17,17
421,1,1,20,1,1,1,1,0,other,other,reputation,2,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,5,8,10,10
422,1,1,18,1,1,1,3,2,services,other,home,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,10,13,13
423,0,1,16,1,1,1,1,3,at_home,other,other,1,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10,11,11
424,0,1,16,0,1,1,2,2,other,other,course,2,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,0,12,12,12
425,0,1,15,0,1,1,1,1,at_home,services,other,2,1,1,1,0,1,0,0,1,1,0,1,4,1,3,1,1,2,6,10,10,10
426,0,1,15,0,1,1,3,3,at_home,other,course,2,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10,10,11
427,0,1,16,0,1,1,2,3,at_home,services,course,2,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,16,17,17
428,0,1,15,0,0,1,2,1,at_home,other,home,2,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,6,8,9
429,0,0,16,0,0,0,4,4,at_home,other,home,2,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,10,11,11
430,0,0,16,1,1,0,1,2,other,other,other,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
431,0,1,17,0,1,1,3,2,at_home,other,course,1,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,10,10,10
432,0,1,17,0,1,1,1,1,other,other,other,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,6,6,7
433,0,1,15,0,1,1,4,4,teacher,other,course,2,2,1,0,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,13,14,14
434,0,1,16,1,0,0,2,2,at_home,other,reputation,2,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,10,9,11
435,0,1,15,0,0,1,1,1,at_home,services,reputation,1,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,10,10,10
436,0,1,15,0,0,1,1,1,other,services,course,2,2,1,1,0,1,0,0,1,1,1,1,4,4,3,1,2,2,4,6,7,8
437,0,1,16,0,1,1,0,2,other,other,other,2,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,11,12
438,0,1,17,0,1,1,2,3,other,other,course,2,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,10,11,12
439,0,1,15,0,1,1,3,3,other,services,course,1,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,14,16,16
440,0,0,16,1,1,1,1,1,at_home,services,home,2,2,2,0,0,1,0,1,1,1,0,1,5,4,5,4,5,3,0,7,0,0
441,0,0,17,1,1,1,1,1,other,other,home,2,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,8,9,9
442,0,0,15,0,0,1,4,1,health,services,reputation,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13,14
443,0,0,15,0,0,1,4,1,health,services,reputation,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,7,9,8
444,0,0,16,0,1,1,3,4,other,health,other,2,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,9,10,11
445,0,0,15,0,1,1,1,1,other,other,course,2,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,7,9,9
446,0,0,15,1,0,1,3,3,at_home,at_home,reputation,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,11,11
447,0,0,17,0,1,1,2,1,other,other,other,2,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,8,10,9
448,0,1,16,0,1,1,4,4,teacher,teacher,course,2,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,16,16,17
449,0,1,15,0,1,1,1,2,other,services,course,2,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,11,13,13
450,0,1,16,0,1,1,2,3,other,services,course,2,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15,15
451,0,0,16,0,1,1,1,2,other,other,course,1,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,10,11,11
452,0,1,16,0,1,1,2,2,other,other,course,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9,10,11
453,0,1,16,1,1,1,1,2,other,services,course,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,10,8,8
454,0,1,16,1,1,1,1,2,other,services,course,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,9,8,8
455,0,1,15,1,1,1,2,1,at_home,other,home,2,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,10,9
456,0,1,16,1,1,1,1,1,at_home,other,course,1,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,13,14,15
457,0,0,17,0,0,1,1,2,at_home,services,reputation,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,10,11,11
458,0,1,16,0,1,1,1,1,other,other,home,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,13,10,13
459,0,1,16,0,1,1,1,1,at_home,other,other,1,4,3,0,1,1,0,0,1,1,0,0,4,4,3,1,1,5,2,10,9,10
460,0,1,15,0,1,1,1,1,at_home,other,home,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10,11
461,0,1,16,0,1,1,1,1,at_home,other,other,2,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,13,12,14
462,0,1,15,0,1,1,1,1,at_home,at_home,course,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,13,14,14
463,0,1,15,0,0,1,2,2,other,other,other,1,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,14,11,12
464,0,0,16,0,1,1,1,1,at_home,other,other,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,11,11
465,0,1,18,1,1,1,1,2,other,other,course,1,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,9,8,8
466,0,0,15,1,1,1,3,1,other,services,home,2,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,10,9,11
467,0,1,16,0,1,1,2,2,other,services,course,1,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,14,13,14
468,0,0,15,1,1,1,2,2,health,other,reputation,2,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,13,12,13
469,0,0,16,1,1,1,4,4,other,teacher,course,1,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,12,13
470,0,1,15,0,1,1,3,3,services,other,reputation,2,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,13,12,12
471,0,1,16,0,1,1,2,2,at_home,other,course,2,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,12,11,12
472,0,1,16,0,0,1,2,2,other,other,home,1,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14,16
473,0,0,16,1,0,1,2,1,at_home,services,course,2,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,8,10
474,0,0,15,0,0,1,1,3,at_home,other,reputation,1,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,10,11,11
475,0,1,15,1,1,1,2,2,other,services,course,2,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,12,13,14
476,0,1,16,0,0,1,2,1,other,other,home,2,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8,8
477,0,0,15,1,1,1,3,3,services,services,course,1,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,12,10,11
478,0,1,16,0,1,1,1,1,at_home,other,course,1,2,2,3,1,1,0,0,1,1,0,0,3,4,3,1,1,1,0,7,7,8
479,0,1,17,1,1,1,2,2,other,at_home,course,2,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4,9,9,10
480,0,1,19,1,1,1,2,3,at_home,services,course,0,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,9,9,10
481,0,1,17,0,1,1,2,1,at_home,other,course,2,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,10,11
482,0,1,15,0,0,1,1,1,at_home,other,course,2,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9,10,9
483,0,1,16,0,1,1,2,2,other,other,course,1,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,9,10,11
484,0,1,16,1,0,0,2,2,other,other,home,2,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7,7,8
485,0,1,17,0,1,1,2,2,at_home,other,course,2,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,10,11
486,0,1,16,1,1,1,2,2,other,services,course,1,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,9,10,10
487,0,1,18,0,0,0,3,2,other,other,course,0,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,7,9,10
488,0,1,19,1,1,1,1,1,at_home,services,course,2,1,3,1,0,0,0,1,1,0,0,1,5,3,1,1,1,3,6,7,9,9
489,0,0,18,0,1,1,1,1,other,other,home,2,2,1,1,0,0,0,1,1,0,1,0,4,4,3,3,4,4,0,8,9,10
490,0,1,18,0,1,1,1,1,at_home,at_home,course,2,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,9,11,10
491,0,1,19,1,1,1,1,1,other,other,course,0,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12,7,8,9
492,0,1,16,0,1,0,2,2,health,other,course,2,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,8,10,10
493,0,1,17,1,1,1,0,1,other,at_home,course,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,9,9,10
494,0,1,16,0,0,1,1,2,at_home,other,course,2,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,8,9,9
495,0,1,16,1,1,1,3,3,other,other,reputation,2,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,14,13,13
496,0,1,16,0,0,1,1,1,services,services,home,2,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,14,14
497,0,0,17,1,1,1,3,3,services,at_home,course,2,2,4,1,0,1,1,1,1,1,0,0,5,4,5,3,4,5,0,10,11,10
498,0,1,16,1,1,1,2,1,other,services,course,2,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13,14
499,0,1,16,1,1,1,2,2,services,other,course,2,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,17,16,16
500,0,0,17,1,1,1,1,2,other,other,course,1,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12,6,7,7
501,0,0,16,1,0,1,4,3,other,other,course,1,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,14,12,13
502,0,0,17,0,0,1,2,2,services,services,other,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,10,8,9
503,0,1,16,1,1,1,1,1,other,other,course,0,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0,14,14,14
504,0,1,19,1,0,1,2,2,other,other,home,2,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,12,13,13
505,0,1,17,0,1,1,1,1,at_home,other,reputation,2,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,11,11
506,0,1,20,1,1,1,3,3,at_home,services,other,2,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8,11,9,10
507,0,1,17,1,0,1,1,1,other,services,course,1,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,11,11,10
508,0,0,17,0,1,1,2,2,other,other,course,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,10,9,9
509,0,1,16,0,0,1,1,1,at_home,other,course,1,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,16,17,18
510,0,1,17,0,1,1,2,2,other,other,reputation,2,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,15,17,17
511,0,1,17,1,1,0,1,0,other,other,other,2,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,11,9,10
512,0,1,18,0,1,1,1,1,at_home,other,other,2,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9,7,7,7
513,0,1,16,1,1,1,3,1,other,other,course,2,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0,8,6,8
514,0,1,16,1,1,1,3,2,services,at_home,course,2,1,1,0,0,0,0,0,1,1,1,0,3,1,3,1,4,3,2,7,6,7
515,0,1,18,1,0,1,1,1,other,at_home,reputation,2,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,9,8,10
516,0,1,16,0,1,1,4,4,health,teacher,reputation,1,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,14,16,16
517,0,1,16,0,0,1,1,2,other,other,reputation,2,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,14,14,15
518,0,1,18,1,1,0,2,4,other,services,reputation,1,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,5,8
519,0,0,16,0,1,1,2,1,other,services,reputation,2,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,8,7,0
520,0,1,16,1,0,1,1,1,at_home,other,other,2,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,6,8,8
521,0,1,16,0,1,1,2,3,at_home,services,other,2,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,10
522,0,1,16,1,1,1,4,4,health,health,course,2,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8,8
523,0,0,18,1,0,1,4,4,at_home,health,home,2,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,5,6,6
524,0,1,16,0,0,1,3,4,at_home,other,other,2,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,7,9,8
525,0,0,17,1,0,1,4,4,other,services,home,2,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14,16
526,0,1,17,0,1,1,4,1,other,other,other,2,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14,14
527,0,0,16,1,0,1,2,2,services,services,other,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,10,9,10
528,0,1,17,0,1,1,2,2,at_home,other,other,2,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,9,9
529,0,1,16,1,0,1,4,4,services,services,other,1,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11,11,11
530,0,0,17,1,1,1,3,3,services,services,home,2,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,7,10,9
531,0,0,17,1,1,1,1,1,at_home,services,other,2,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,10,10,10
532,0,0,16,1,1,1,2,1,health,services,other,2,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,9,7,8
533,0,1,16,1,0,1,2,1,other,services,other,2,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16
534,0,0,16,1,0,1,4,4,teacher,health,other,1,1,1,0,0,1,0,0,1,1,1,0,4,1,2,2,5,5,0,11,12,12
535,0,0,15,0,1,1,1,2,other,services,course,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,10
536,0,0,15,1,0,0,2,2,other,other,reputation,2,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8,13,14,14
537,0,0,15,1,0,0,2,1,services,services,course,2,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13,12
538,0,1,16,0,0,1,2,2,other,other,course,2,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11,11,11
539,0,1,16,1,0,1,4,1,other,other,home,2,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,9,10,10
540,0,1,17,1,1,1,3,2,at_home,other,home,2,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,9,11,11
541,0,1,17,0,1,1,2,2,other,other,other,2,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0,11,9,11
542,0,1,16,1,1,1,4,4,teacher,services,course,2,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11,12
543,0,0,17,0,1,1,4,4,health,other,course,1,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9,8
544,0,0,17,0,0,1,1,3,other,other,course,1,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,11,12
545,0,0,17,1,1,1,3,4,services,other,other,2,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9,8
546,0,1,17,1,1,1,4,4,health,health,course,1,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15,16
547,0,0,16,0,0,1,4,1,other,at_home,other,1,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,10,11,11
548,0,1,17,1,1,0,1,1,at_home,at_home,other,2,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,10,11
549,0,1,17,0,1,1,4,2,other,other,course,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17,18,18
550,0,0,16,1,0,0,2,2,other,services,course,1,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,12,13,13
551,0,0,17,1,1,1,3,2,other,other,other,1,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0,13,14,13
552,0,0,19,1,1,1,1,1,other,other,other,2,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,9,9,10
553,0,0,17,1,0,0,1,0,other,other,home,2,1,1,0,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4,11,11,12
554,0,1,17,0,1,1,1,1,at_home,at_home,course,1,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11,10
555,0,1,16,0,1,1,1,2,other,other,home,1,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,14,13
556,0,0,16,0,0,1,1,2,other,at_home,course,2,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,9,10,11
557,0,1,17,0,1,1,3,1,other,other,course,2,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,7,9,10
558,0,0,17,0,1,1,2,2,other,other,course,2,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,8,13,10
559,0,0,18,0,1,1,1,0,at_home,at_home,course,0,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,12,12,13
560,0,0,17,0,1,1,1,1,other,services,course,2,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9,10
561,0,0,18,1,0,1,1,1,at_home,at_home,course,2,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,9,10
562,0,1,16,0,0,1,2,2,other,services,course,1,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,11,13,12
563,0,0,17,1,1,1,2,2,other,other,course,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0,7,0,0
564,0,0,16,0,1,1,3,2,services,other,course,1,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,11,9,10
565,0,0,16,0,0,1,1,1,at_home,other,course,2,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10,9
566,0,0,18,0,1,1,1,1,services,other,course,0,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7,9
567,0,0,18,0,1,1,3,2,services,other,course,2,1,1,1,0,0,0,0,1,0,1,0,2,3,1,2,2,5,0,4,0,0
568,0,0,19,1,1,1,3,2,at_home,services,course,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11,9
569,0,0,18,1,1,1,3,3,at_home,at_home,course,2,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9,4,8,8
570,0,0,16,0,1,1,2,2,services,services,course,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8,8
571,0,0,19,1,1,1,2,1,at_home,other,course,0,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,8,9,9
572,0,1,16,1,1,0,3,2,services,at_home,course,2,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,5,5,7
573,0,1,17,1,1,1,1,1,other,at_home,course,2,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,7,9,10
574,0,0,20,0,1,1,1,1,other,other,course,0,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12,8,11,10
575,0,1,18,0,1,0,4,3,services,services,course,2,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8,10,11,10
576,0,0,18,0,1,1,3,2,other,other,course,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,9,10,11
577,0,0,19,0,1,1,1,1,other,services,home,0,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9,11
578,0,0,17,1,1,1,3,3,health,other,course,2,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,8,9,10
579,0,0,18,1,0,1,1,3,at_home,services,course,2,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10,9
580,0,0,19,0,1,1,1,1,other,other,home,0,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,9,10
581,0,1,18,1,1,0,1,2,at_home,other,course,2,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,6,8,8
582,0,1,19,1,0,0,1,1,at_home,other,course,2,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,6,8,7
583,0,1,18,0,1,1,2,2,other,other,other,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,8,6,0
584,0,1,17,0,1,1,0,0,at_home,other,course,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
585,0,1,17,0,0,0,3,1,other,at_home,course,0,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,7,8
586,0,1,17,1,1,1,4,2,teacher,services,home,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,8,8,0
587,0,1,18,0,0,1,2,2,services,services,course,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6,8
588,0,1,17,1,1,1,4,1,health,at_home,course,2,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10,9
589,0,1,17,1,0,1,1,2,at_home,other,course,1,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,7,10,10
590,0,1,18,1,1,1,1,1,other,other,course,2,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,8,7
591,0,1,18,1,1,1,2,2,services,at_home,reputation,1,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,12,13,14
592,0,1,17,1,1,1,3,3,services,services,course,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12,13
593,0,1,18,1,0,0,1,2,at_home,other,reputation,2,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13,14
594,0,1,18,1,1,1,4,4,teacher,teacher,reputation,2,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,18,18
595,0,0,18,1,0,1,4,4,services,other,reputation,2,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17,17
596,0,1,17,1,1,1,4,2,other,other,course,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18,18
597,0,1,18,0,1,1,2,2,at_home,other,course,2,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,9,0,0
